seed,regime,rmse_vspyct,rmse_vspyct_gp,mean_uncertainty,improvement
0,Interpolation,1.0702877925322376,1.1804726757526414,0.007789324503391981,-10.294883674204378
0,Mild extrapolation,2.7046711136053303,1.9547672038971644,0.01887371391057968,27.726251296725795
0,Strong extrapolation,4.132767093948519,1.4627232477982381,0.021404655650258064,64.60668567701146
